GroupingNum,Grouping1 to center_x,Grouping1 to center_y,Grouping2 to center_x,Grouping2 to center_y,Grouping3 to center_x,Grouping3 to center_y,Equip_Output
1,3.74025974025974,45.97402597402598,,,,,"2,11"
1,7.870129870129871,41.84415584415584,,,,,"2,11"
1,7.597402597402597,45.74025974025975,,,,,"2,11"
1,5.6103896103896105,40.44155844155844,,,,,"2,11"
1,2.571428571428571,40.5974025974026,,,,,"2,11"
1,0.7402597402597397,42.66233766233766,,,,,"2,11"
1,0.6623376623376629,46.05194805194805,,,,,"2,11"
1,4.402597402597403,42.97402597402598,,,,,"2,11"
1,5.2987012987013,47.103896103896105,,,,,"2,11"
1,2.2597402597402603,47.2987012987013,,,,,"2,11"
1,9.467532467532468,46.75324675324676,,,,,"1,11"
1,14.454545454545451,46.87012987012987,,,,,"1,11"
1,9.506493506493506,44.02597402597403,,,,,"1,11"
1,9.311688311688313,41.25974025974026,,,,,"1,11"
1,11.454545454545451,45.42857142857143,,,,,"1,11"
1,14.025974025974026,42.38961038961039,,,,,"1,11"
1,11.181818181818183,42.0,,,,,"1,11"
1,15.7012987012987,45.31168831168832,,,,,"1,11"
1,15.428571428571429,41.25974025974026,,,,,"1,11"
1,12.623376623376622,40.44155844155844,,,,,"1,11"
1,12.857142857142858,44.961038961038966,,,,,"1,11"
1,17.493506493506494,46.83116883116883,,,,,"0,11"
1,18.233766233766232,43.98701298701299,,,,,"0,11"
1,17.064935064935064,40.63636363636364,,,,,"0,11"
1,19.32467532467533,41.961038961038966,,,,,"0,11"
1,16.98701298701299,43.83116883116883,,,,,"0,11"
1,19.20779220779221,47.57142857142858,,,,,"0,11"
1,19.48051948051948,45.11688311688312,,,,,"0,11"
1,18.467532467532468,40.51948051948053,,,,,"0,11"
1,22.44155844155844,46.83116883116883,,,,,11
1,25.75324675324676,47.142857142857146,,,,,11
1,25.5974025974026,39.85714285714286,,,,,11
1,27.19480519480519,45.81818181818182,,,,,11
1,27.11688311688312,42.35064935064936,,,,,11
1,22.63636363636364,40.324675324675326,,,,,11
1,21.07792207792208,45.07792207792208,,,,,11
1,20.92207792207792,41.922077922077925,,,,,11
1,22.63636363636364,44.57142857142858,,,,,11
1,25.909090909090907,45.0,,,,,11
1,25.83116883116883,42.03896103896104,,,,,11
1,22.48051948051948,43.01298701298702,,,,,11
1,24.662337662337663,44.18181818181819,,,,,11
1,24.545454545454547,42.935064935064936,,,,,11
1,28.870129870129876,46.71428571428572,,,,,"3,11"
1,30.77922077922078,44.76623376623377,,,,,"3,11"
1,30.506493506493506,41.493506493506494,,,,,"3,11"
1,28.75324675324676,44.80519480519481,,,,,"3,11"
1,28.714285714285715,41.64935064935065,,,,,"3,11"
1,29.49350649350649,40.55844155844156,,,,,"3,11"
1,30.11688311688312,46.87012987012987,,,,,"3,11"
1,29.532467532467532,44.61038961038961,,,,,"3,11"
1,29.766233766233768,43.05194805194805,,,,,"3,11"
1,33.77922077922078,46.83116883116883,,,,,"4,11"
1,36.62337662337662,47.02597402597403,,,,,"4,11"
1,38.493506493506494,44.33766233766234,,,,,"4,11"
1,38.8051948051948,41.68831168831169,,,,,"4,11"
1,36.74025974025974,40.05194805194805,,,,,"4,11"
1,33.857142857142854,40.324675324675326,,,,,"4,11"
1,32.18181818181818,44.76623376623377,,,,,"4,11"
1,32.37662337662338,42.15584415584416,,,,,"4,11"
1,33.935064935064936,43.63636363636364,,,,,"4,11"
1,37.20779220779221,43.36363636363637,,,,,"4,11"
1,34.83116883116883,41.41558441558442,,,,,"4,11"
1,35.37662337662338,46.01298701298701,,,,,"4,11"
1,36.35064935064935,43.36363636363637,,,,,"4,11"
1,41.84415584415584,47.02597402597403,,,,,"5,11"
1,45.11688311688312,47.18181818181819,,,,,"5,11"
1,47.18181818181818,44.961038961038966,,,,,"5,11"
1,47.06493506493506,41.45454545454545,,,,,"5,11"
1,44.96103896103896,40.09090909090909,,,,,"5,11"
1,41.72727272727273,40.285714285714285,,,,,"5,11"
1,40.16883116883117,44.961038961038966,,,,,"5,11"
1,40.05194805194805,41.922077922077925,,,,,"5,11"
1,42.11688311688312,44.76623376623377,,,,,"5,11"
1,45.11688311688312,45.11688311688312,,,,,"5,11"
1,42.42857142857143,42.27272727272727,,,,,"5,11"
1,44.88311688311688,42.03896103896104,,,,,"5,11"
1,44.103896103896105,43.87012987012987,,,,,"5,11"
1,41.53246753246753,38.41558441558442,,,,,"5,10"
1,44.8051948051948,38.68831168831169,,,,,"5,10"
1,46.94805194805195,36.62337662337663,,,,,"5,10"
1,47.06493506493506,33.81818181818182,,,,,"5,10"
1,45.07792207792208,32.68831168831169,,,,,"5,10"
1,42.15584415584416,32.883116883116884,,,,,"5,10"
1,40.09090909090909,36.46753246753247,,,,,"5,10"
1,39.81818181818182,34.05194805194805,,,,,"5,10"
1,42.11688311688312,36.896103896103895,,,,,"5,10"
1,44.61038961038961,37.129870129870135,,,,,"5,10"
1,44.88311688311688,34.675324675324674,,,,,"5,10"
1,42.35064935064935,34.519480519480524,,,,,"5,10"
1,43.55844155844156,36.42857142857143,,,,,"5,10"
1,33.54545454545455,38.33766233766234,,,,,"4,10"
1,37.20779220779221,38.61038961038961,,,,,"4,10"
1,38.76623376623377,36.935064935064936,,,,,"4,10"
1,38.64935064935065,33.81818181818182,,,,,"4,10"
1,37.285714285714285,33.0,,,,,"4,10"
1,33.896103896103895,32.493506493506494,,,,,"4,10"
1,32.45454545454545,34.20779220779221,,,,,"4,10"
1,32.33766233766234,37.16883116883117,,,,,"4,10"
1,35.22077922077922,37.129870129870135,,,,,"4,10"
1,37.16883116883117,35.80519480519481,,,,,"4,10"
1,34.09090909090909,34.75324675324676,,,,,"4,10"
1,35.84415584415584,34.285714285714285,,,,,"4,10"
1,28.714285714285715,38.37662337662338,,,,,"3,10"
1,30.58441558441558,37.16883116883117,,,,,"3,10"
1,28.79220779220779,35.64935064935065,,,,,"3,10"
1,30.42857142857143,34.129870129870135,,,,,"3,10"
1,29.532467532467532,33.1948051948052,,,,,"3,10"
1,30.81818181818182,39.15584415584416,,,,,"3,10"
1,22.363636363636363,38.76623376623377,,,,,10
1,25.44155844155844,38.84415584415584,,,,,10
1,27.311688311688314,37.01298701298702,,,,,10
1,27.15584415584416,34.24675324675325,,,,,10
1,25.32467532467533,33.03896103896104,,,,,10
1,22.753246753246756,33.07792207792208,,,,,10
1,20.844155844155843,34.48051948051948,,,,,10
1,20.844155844155843,37.129870129870135,,,,,10
1,23.844155844155843,37.36363636363637,,,,,10
1,25.714285714285715,35.72727272727273,,,,,10
1,23.53246753246753,34.40259740259741,,,,,10
1,21.89610389610389,35.80519480519481,,,,,10
1,17.103896103896105,38.76623376623377,,,,,"0,10"
1,19.09090909090909,39.23376623376623,,,,,"0,10"
1,19.63636363636364,36.701298701298704,,,,,"0,10"
1,19.246753246753247,33.0,,,,,"0,10"
1,17.103896103896105,33.03896103896104,,,,,"0,10"
1,17.025974025974026,36.77922077922078,,,,,"0,10"
1,17.961038961038962,35.02597402597403,,,,,"0,10"
1,18.428571428571427,37.40259740259741,,,,,"0,10"
1,9.545454545454549,38.41558441558442,,,,,"1,10"
1,14.103896103896105,38.64935064935065,,,,,"1,10"
1,15.935064935064936,35.84415584415584,,,,,"1,10"
1,15.623376623376622,34.55844155844156,,,,,"1,10"
1,13.675324675324674,32.68831168831169,,,,,"1,10"
1,10.48051948051948,32.61038961038961,,,,,"1,10"
1,9.038961038961038,34.83116883116883,,,,,"1,10"
1,9.545454545454549,36.42857142857143,,,,,"1,10"
1,12.311688311688313,37.94805194805195,,,,,"1,10"
1,12.038961038961038,35.103896103896105,,,,,"1,10"
1,13.948051948051948,36.46753246753247,,,,,"1,10"
1,14.493506493506494,33.896103896103895,,,,,"1,10"
1,2.532467532467532,38.68831168831169,,,,,"2,10"
1,5.922077922077921,38.961038961038966,,,,,"2,10"
1,7.831168831168831,37.51948051948053,,,,,"2,10"
1,7.7142857142857135,34.09090909090909,,,,,"2,10"
1,5.571428571428571,32.37662337662338,,,,,"2,10"
1,2.9610389610389607,32.57142857142858,,,,,"2,10"
1,0.6623376623376629,34.909090909090914,,,,,"2,10"
1,1.0519480519480524,37.09090909090909,,,,,"2,10"
1,3.896103896103897,37.98701298701299,,,,,"2,10"
1,2.415584415584416,34.7922077922078,,,,,"2,10"
1,6.0,36.46753246753247,,,,,"2,10"
1,6.038961038961039,34.83116883116883,,,,,"2,10"
1,3.662337662337663,35.883116883116884,,,,,"2,10"
1,0.9350649350649344,31.09090909090909,,,,,"2,9"
1,5.64935064935065,30.97402597402597,,,,,"2,9"
1,7.792207792207792,29.727272727272723,,,,,"2,9"
1,5.766233766233766,28.402597402597404,,,,,"2,9"
1,2.883116883116884,28.5974025974026,,,,,"2,9"
1,0.9740259740259738,29.610389610389607,,,,,"2,9"
1,4.285714285714287,30.350649350649352,,,,,"2,9"
1,10.675324675324674,30.89610389610389,,,,,"1,9"
1,13.441558441558442,31.09090909090909,,,,,"1,9"
1,13.441558441558442,28.71428571428571,,,,,"1,9"
1,10.48051948051948,28.51948051948052,,,,,"1,9"
1,9.272727272727272,30.0,,,,,"1,9"
1,15.38961038961039,30.03896103896104,,,,,"1,9"
1,12.0,29.96103896103896,,,,,"1,9"
1,17.883116883116884,31.168831168831165,,,,,"0,9"
1,19.246753246753247,30.07792207792208,,,,,"0,9"
1,18.07792207792208,28.51948051948052,,,,,"0,9"
1,16.714285714285715,29.68831168831169,,,,,"0,9"
1,17.961038961038962,29.96103896103896,,,,,"0,9"
1,21.97402597402597,31.168831168831165,,,,,9
1,25.675324675324678,31.48051948051948,,,,,9
1,21.74025974025974,28.71428571428571,,,,,9
1,25.714285714285715,28.5974025974026,,,,,9
1,27.272727272727277,30.0,,,,,9
1,20.53246753246753,30.155844155844157,,,,,9
1,23.025974025974023,30.03896103896104,,,,,9
1,24.97402597402597,30.03896103896104,,,,,9
1,29.96103896103896,31.44155844155844,,,,,"3,9"
1,29.844155844155843,28.48051948051948,,,,,"3,9"
1,28.480519480519483,30.03896103896104,,,,,"3,9"
1,30.662337662337663,30.23376623376624,,,,,"3,9"
1,29.61038961038961,29.571428571428573,,,,,"3,9"
1,33.97402597402597,31.05194805194805,,,,,"4,9"
1,37.16883116883117,30.935064935064933,,,,,"4,9"
1,37.44155844155844,28.32467532467532,,,,,"4,9"
1,33.62337662337662,28.67532467532467,,,,,"4,9"
1,32.18181818181818,30.194805194805195,,,,,"4,9"
1,38.688311688311686,29.96103896103896,,,,,"4,9"
1,35.41558441558441,29.610389610389607,,,,,"4,9"
1,37.16883116883117,29.649350649350648,,,,,"4,9"
1,41.922077922077925,31.05194805194805,,,,,"5,9"
1,45.03896103896104,30.935064935064933,,,,,"5,9"
1,45.42857142857143,28.558441558441555,,,,,"5,9"
1,42.07792207792208,28.44155844155844,,,,,"5,9"
1,39.77922077922078,30.23376623376624,,,,,"5,9"
1,47.45454545454545,29.844155844155846,,,,,"5,9"
1,43.05194805194805,29.68831168831169,,,,,"5,9"
1,44.493506493506494,29.805194805194805,,,,,"5,9"
1,41.688311688311686,26.649350649350648,,,,,5
1,45.38961038961039,27.27272727272727,,,,,5
1,47.14285714285714,25.05194805194805,,,,,5
1,47.33766233766234,22.09090909090909,,,,,5
1,44.88311688311688,20.766233766233764,,,,,5
1,41.88311688311688,20.57142857142857,,,,,5
1,39.935064935064936,22.83116883116883,,,,,5
1,40.20779220779221,25.09090909090909,,,,,5
1,42.85714285714285,25.05194805194805,,,,,5
1,45.46753246753247,22.246753246753247,,,,,5
1,45.27272727272727,25.753246753246756,,,,,5
1,42.19480519480519,22.5974025974026,,,,,5
1,33.77922077922078,26.53246753246753,,,,,4
1,36.81818181818182,26.53246753246753,,,,,4
1,38.33766233766234,24.66233766233766,,,,,4
1,38.25974025974026,22.32467532467532,,,,,4
1,36.23376623376623,20.727272727272727,,,,,4
1,33.467532467532465,20.805194805194805,,,,,4
1,32.22077922077922,22.79220779220779,,,,,4
1,32.22077922077922,25.01298701298701,,,,,4
1,35.25974025974026,24.97402597402597,,,,,4
1,36.896103896103895,23.415584415584416,,,,,4
1,35.22077922077922,22.4025974025974,,,,,4
1,33.506493506493506,23.57142857142857,,,,,4
1,28.870129870129876,26.805194805194805,,,,,3
1,30.311688311688314,26.805194805194805,,,,,3
1,30.89610389610389,24.11688311688312,,,,,3
1,30.03896103896104,21.31168831168831,,,,,3
1,29.142857142857142,21.428571428571427,,,,,3
1,28.55844155844156,23.92207792207792,,,,,3
1,29.298701298701296,22.5974025974026,,,,,3
1,29.61038961038961,25.48051948051948,,,,,3
1,21.623376623376625,26.805194805194805,,,,,12
1,25.675324675324678,26.88311688311688,,,,,12
1,27.03896103896104,25.09090909090909,,,,,12
1,27.03896103896104,22.05194805194805,,,,,12
1,25.285714285714285,20.61038961038961,,,,,12
1,22.01298701298701,20.68831168831169,,,,,12
1,20.649350649350648,22.4025974025974,,,,,12
1,20.22077922077922,24.077922077922075,,,,,12
1,22.87012987012987,25.5974025974026,,,,,12
1,25.51948051948052,23.649350649350648,,,,,12
1,22.12987012987013,22.01298701298701,,,,,12
1,24.77922077922078,25.20779220779221,,,,,12
1,19.12987012987013,25.948051948051944,,,,,0
1,19.4025974025974,22.20779220779221,,,,,0
1,16.98701298701299,22.246753246753247,,,,,0
1,16.98701298701299,25.5974025974026,,,,,0
1,18.15584415584416,24.03896103896104,,,,,0
1,18.07792207792208,20.68831168831169,,,,,0
1,18.194805194805195,27.155844155844157,,,,,0
1,10.402597402597404,26.88311688311688,,,,,1
1,13.597402597402596,27.27272727272727,,,,,1
1,15.584415584415584,25.48051948051948,,,,,1
1,15.7012987012987,22.948051948051948,,,,,1
1,13.246753246753247,20.96103896103896,,,,,1
1,10.831168831168831,20.88311688311688,,,,,1
1,9.38961038961039,25.168831168831165,,,,,1
1,9.272727272727272,22.79220779220779,,,,,1
1,14.181818181818183,24.89610389610389,,,,,1
1,11.259740259740258,23.25974025974026,,,,,1
1,11.844155844155845,24.935064935064933,,,,,1
1,13.597402597402596,23.22077922077922,,,,,1
1,2.727272727272726,26.88311688311688,,,,,2
1,5.727272727272727,26.88311688311688,,,,,2
1,7.675324675324676,25.01298701298701,,,,,2
1,7.363636363636363,22.51948051948052,,,,,2
1,5.727272727272727,21.077922077922075,,,,,2
1,2.9610389610389607,20.844155844155843,,,,,2
1,0.8571428571428577,25.51948051948052,,,,,2
1,0.896103896103897,22.09090909090909,,,,,2
1,2.4935064935064943,24.89610389610389,,,,,2
1,5.64935064935065,24.77922077922078,,,,,2
1,4.363636363636363,22.246753246753247,,,,,2
1,2.415584415584416,19.32467532467532,,,,,"2,6"
1,5.883116883116884,19.32467532467532,,,,,"2,6"
1,2.3766233766233764,16.948051948051948,,,,,"2,6"
1,5.805194805194805,17.18181818181818,,,,,"2,6"
1,7.987012987012987,18.77922077922078,,,,,"2,6"
1,0.6623376623376629,18.194805194805195,,,,,"2,6"
1,4.285714285714287,18.07792207792208,,,,,"2,6"
1,10.675324675324674,19.63636363636364,,,,,"1,6"
1,13.168831168831169,19.44155844155844,,,,,"1,6"
1,13.4025974025974,17.337662337662337,,,,,"1,6"
1,10.675324675324674,17.1038961038961,,,,,"1,6"
1,9.155844155844155,18.623376623376625,,,,,"1,6"
1,15.272727272727272,18.467532467532468,,,,,"1,6"
1,12.0,18.467532467532468,,,,,"1,6"
1,17.961038961038962,19.246753246753247,,,,,"0,6"
1,18.194805194805195,17.18181818181818,,,,,"0,6"
1,19.32467532467533,18.11688311688312,,,,,"0,6"
1,16.675324675324674,18.584415584415584,,,,,"0,6"
1,17.649350649350648,18.03896103896104,,,,,"0,6"
1,22.44155844155844,19.5974025974026,,,,,6
1,25.01298701298701,19.51948051948052,,,,,6
1,25.285714285714285,17.1038961038961,,,,,6
1,22.63636363636364,17.532467532467532,,,,,6
1,20.92207792207792,18.38961038961039,,,,,6
1,27.311688311688314,18.428571428571427,,,,,6
1,26.142857142857142,18.818181818181817,,,,,6
1,23.415584415584416,18.662337662337663,,,,,6
1,29.64935064935065,19.48051948051948,,,,,"3,6"
1,29.96103896103896,17.298701298701296,,,,,"3,6"
1,30.89610389610389,18.38961038961039,,,,,"3,6"
1,28.636363636363637,18.428571428571427,,,,,"3,6"
1,29.376623376623375,18.35064935064935,,,,,"3,6"
1,33.38961038961039,19.363636363636363,,,,,"4,6"
1,36.15584415584416,19.675324675324678,,,,,"4,6"
1,36.50649350649351,17.532467532467532,,,,,"4,6"
1,33.701298701298704,17.142857142857142,,,,,"4,6"
1,32.103896103896105,18.38961038961039,,,,,"4,6"
1,35.18181818181818,18.935064935064933,,,,,"4,6"
1,38.53246753246753,18.818181818181817,,,,,"4,6"
1,41.96103896103896,19.285714285714285,,,,,"5,6"
1,44.53246753246753,19.16883116883117,,,,,"5,6"
1,44.64935064935065,17.064935064935064,,,,,"5,6"
1,42.0,17.064935064935064,,,,,"5,6"
1,40.01298701298701,18.11688311688312,,,,,"5,6"
1,47.02597402597402,18.506493506493506,,,,,"5,6"
1,43.324675324675326,18.428571428571427,,,,,"5,6"
1,41.922077922077925,15.38961038961039,,,,,"5,7"
1,44.33766233766234,15.467532467532468,,,,,"5,7"
1,47.22077922077922,14.18181818181818,,,,,"5,7"
1,47.02597402597402,10.987012987012983,,,,,"5,7"
1,44.688311688311686,9.506493506493506,,,,,"5,7"
1,42.50649350649351,9.38961038961039,,,,,"5,7"
1,40.05194805194805,13.831168831168831,,,,,"5,7"
1,40.20779220779221,11.298701298701296,,,,,"5,7"
1,42.03896103896104,13.324675324675322,,,,,"5,7"
1,45.19480519480519,13.207792207792206,,,,,"5,7"
1,43.63636363636363,11.142857142857142,,,,,"5,7"
1,33.62337662337662,15.7012987012987,,,,,"4,7"
1,36.58441558441558,15.740259740259738,,,,,"4,7"
1,38.53246753246753,14.142857142857142,,,,,"4,7"
1,38.493506493506494,11.064935064935064,,,,,"4,7"
1,36.81818181818182,9.467532467532468,,,,,"4,7"
1,33.97402597402597,9.311688311688313,,,,,"4,7"
1,32.688311688311686,13.519480519480515,,,,,"4,7"
1,32.64935064935065,11.1038961038961,,,,,"4,7"
1,35.103896103896105,13.831168831168831,,,,,"4,7"
1,36.58441558441558,11.493506493506494,,,,,"4,7"
1,36.42857142857143,11.064935064935064,,,,,"4,7"
1,36.50649350649351,13.051948051948052,,,,,"4,7"
1,34.75324675324675,10.909090909090908,,,,,"4,7"
1,29.61038961038961,15.7012987012987,,,,,"3,7"
1,30.0,9.7012987012987,,,,,"3,7"
1,31.090909090909093,12.584415584415584,,,,,"3,7"
1,28.636363636363637,12.662337662337665,,,,,"3,7"
1,28.714285714285715,14.415584415584416,,,,,"3,7"
1,30.38961038961039,10.79220779220779,,,,,"3,7"
1,30.03896103896104,14.415584415584416,,,,,"3,7"
1,22.79220779220779,15.662337662337665,,,,,7
1,25.363636363636367,15.428571428571429,,,,,7
1,27.38961038961039,13.753246753246753,,,,,7
1,27.19480519480519,10.948051948051948,,,,,7
1,25.16883116883117,9.194805194805197,,,,,7
1,22.5974025974026,9.272727272727272,,,,,7
1,20.92207792207792,11.415584415584416,,,,,7
1,20.844155844155843,14.649350649350648,,,,,7
1,22.5974025974026,13.831168831168831,,,,,7
1,25.870129870129876,14.18181818181818,,,,,7
1,25.363636363636367,11.337662337662335,,,,,7
1,22.5974025974026,11.18181818181818,,,,,7
1,24.11688311688312,12.818181818181817,,,,,7
1,18.194805194805195,15.740259740259738,,,,,"0,7"
1,19.20779220779221,14.376623376623376,,,,,"0,7"
1,19.4025974025974,11.064935064935064,,,,,"0,7"
1,18.03896103896104,9.194805194805197,,,,,"0,7"
1,16.948051948051948,11.22077922077922,,,,,"0,7"
1,16.98701298701299,14.142857142857142,,,,,"0,7"
1,17.92207792207792,12.662337662337665,,,,,"0,7"
1,10.714285714285715,15.584415584415584,,,,,"1,7"
1,13.363636363636363,15.584415584415584,,,,,"1,7"
1,15.506493506493506,14.18181818181818,,,,,"1,7"
1,15.467532467532468,11.1038961038961,,,,,"1,7"
1,13.948051948051948,9.116883116883116,,,,,"1,7"
1,10.948051948051948,9.428571428571429,,,,,"1,7"
1,9.311688311688313,11.454545454545451,,,,,"1,7"
1,9.311688311688313,13.831168831168831,,,,,"1,7"
1,11.181818181818183,13.675324675324674,,,,,"1,7"
1,13.714285714285715,13.870129870129867,,,,,"1,7"
1,13.597402597402596,10.79220779220779,,,,,"1,7"
1,11.376623376623378,11.025974025974026,,,,,"1,7"
1,12.545454545454549,12.584415584415584,,,,,"1,7"
1,2.454545454545455,15.896103896103895,,,,,"2,7"
1,5.8441558441558445,15.740259740259738,,,,,"2,7"
1,7.987012987012987,13.675324675324674,,,,,"2,7"
1,7.753246753246753,10.636363636363637,,,,,"2,7"
1,5.883116883116884,9.506493506493506,,,,,"2,7"
1,2.727272727272726,9.467532467532468,,,,,"2,7"
1,0.9740259740259738,11.376623376623376,,,,,"2,7"
1,0.9740259740259738,12.38961038961039,,,,,"2,7"
1,0.9350649350649344,14.18181818181818,,,,,"2,7"
1,2.6103896103896105,13.79220779220779,,,,,"2,7"
1,5.2987012987013,13.519480519480515,,,,,"2,7"
1,5.571428571428571,11.025974025974026,,,,,"2,7"
1,2.922077922077923,11.22077922077922,,,,,"2,7"
1,4.246753246753247,12.623376623376622,,,,,"2,7"
1,2.532467532467532,7.792207792207793,,,,,"2,8"
1,5.8441558441558445,7.714285714285714,,,,,"2,8"
1,7.987012987012987,8.38961038961039,,,,,"2,8"
1,7.831168831168831,3.0389610389610384,,,,,"2,8"
1,8.428571428571429,1.1688311688311694,,,,,"2,8"
1,2.9610389610389607,0.779220779220779,,,,,"2,8"
1,0.6623376623376629,3.0779220779220777,,,,,"2,8"
1,0.6233766233766236,5.922077922077922,,,,,"2,8"
1,2.9610389610389607,5.883116883116883,,,,,"2,8"
1,5.532467532467532,5.961038961038962,,,,,"2,8"
1,5.805194805194805,2.844155844155844,,,,,"2,8"
1,3.0,3.2727272727272725,,,,,"2,8"
1,10.987012987012989,7.636363636363636,,,,,"1,8"
1,14.2987012987013,7.714285714285714,,,,,"1,8"
1,15.506493506493506,5.844155844155844,,,,,"1,8"
1,15.506493506493506,2.805194805194806,,,,,"1,8"
1,14.103896103896105,0.8181818181818183,,,,,"1,8"
1,11.259740259740258,0.9350649350649354,,,,,"1,8"
1,9.038961038961038,3.233766233766233,,,,,"1,8"
1,9.155844155844155,5.610389610389611,,,,,"1,8"
1,11.415584415584416,5.766233766233767,,,,,"1,8"
1,13.831168831168831,5.844155844155844,,,,,"1,8"
1,13.90909090909091,2.610389610389612,,,,,"1,8"
1,11.454545454545451,3.0389610389610384,,,,,"1,8"
1,18.07792207792208,7.558441558441559,,,,,"0,8"
1,19.4025974025974,8.077922077922079,,,,,"0,8"
1,19.285714285714285,2.9220779220779223,,,,,"0,8"
1,18.194805194805195,0.6623376623376629,,,,,"0,8"
1,17.064935064935064,3.3896103896103904,,,,,"0,8"
1,17.181818181818183,8.116883116883116,,,,,"0,8"
1,18.15584415584416,4.597402597402598,,,,,"0,8"
1,22.44155844155844,7.636363636363636,,,,,8
1,25.636363636363637,7.675324675324675,,,,,8
1,27.077922077922075,5.454545454545454,,,,,8
1,27.19480519480519,2.805194805194806,,,,,8
1,25.75324675324676,1.012987012987013,,,,,8
1,22.675324675324678,0.8571428571428577,,,,,8
1,20.96103896103896,5.883116883116883,,,,,8
1,20.96103896103896,2.5324675324675328,,,,,8
1,23.92207792207792,5.844155844155844,,,,,8
1,23.92207792207792,3.000000000000001,,,,,8
1,25.75324675324676,3.8571428571428568,,,,,8
1,21.97402597402597,4.168831168831169,,,,,8
1,29.68831168831169,7.987012987012988,,,,,"3,8"
1,28.32467532467533,6.545454545454546,,,,,"3,8"
1,30.77922077922078,6.5064935064935066,,,,,"3,8"
1,30.935064935064936,3.1558441558441563,,,,,"3,8"
1,28.714285714285715,3.311688311688312,,,,,"3,8"
1,29.64935064935065,1.12987012987013,,,,,"3,8"
1,29.766233766233768,5.025974025974025,,,,,"3,8"
1,33.896103896103895,7.675324675324675,,,,,"4,8"
1,36.66233766233766,7.792207792207793,,,,,"4,8"
1,38.25974025974026,5.766233766233767,,,,,"4,8"
1,38.53246753246753,3.0389610389610384,,,,,"4,8"
1,36.85714285714285,0.7012987012987013,,,,,"4,8"
1,33.935064935064936,0.7402597402597406,,,,,"4,8"
1,32.064935064935064,3.000000000000001,,,,,"4,8"
1,32.37662337662338,5.766233766233767,,,,,"4,8"
1,34.05194805194805,5.454545454545454,,,,,"4,8"
1,36.66233766233766,6.038961038961038,,,,,"4,8"
1,36.62337662337662,2.649350649350649,,,,,"4,8"
1,34.12987012987013,2.805194805194806,,,,,"4,8"
1,41.8051948051948,7.714285714285714,,,,,"5,8"
1,44.76623376623377,7.792207792207793,,,,,"5,8"
1,47.18181818181818,5.961038961038962,,,,,"5,8"
1,47.33766233766234,2.805194805194806,,,,,"5,8"
1,45.35064935064935,1.2467532467532465,,,,,"5,8"
1,42.31168831168832,1.0519480519480524,,,,,"5,8"
1,40.12987012987013,2.9220779220779223,,,,,"5,8"
1,40.24675324675325,5.298701298701299,,,,,"5,8"
1,42.19480519480519,5.142857142857143,,,,,"5,8"
1,45.23376623376623,4.909090909090909,,,,,"5,8"
1,44.64935064935065,2.7272727272727275,,,,,"5,8"
1,42.31168831168832,2.844155844155844,,,,,"5,8"
2,13.012987012987011,34.285714285714285,23.883116883116884,35.2987012987013,,,12
2,35.103896103896105,23.844155844155843,24.15584415584416,24.38961038961039,,,12
2,12.155844155844155,11.96103896103896,35.493506493506494,35.61038961038961,,,12
2,36.0,12.0,4.090909090909092,43.05194805194805,,,12
2,24.272727272727277,11.415584415584416,43.44155844155844,43.5974025974026,,,12
2,43.4025974025974,35.22077922077922,29.337662337662337,11.766233766233764,,,12
2,12.818181818181817,3.5064935064935066,23.53246753246753,25.402597402597404,,,12
2,12.506493506493506,43.05194805194805,35.103896103896105,3.623376623376623,,,12
2,11.2987012987013,20.68831168831169,35.72727272727273,44.103896103896105,,,12
2,23.649350649350648,36.1948051948052,17.92207792207792,12.194805194805197,,,12
2,37.5974025974026,23.337662337662337,13.012987012987011,30.545454545454543,,,12
3,36.03896103896104,35.72727272727273,24.89610389610389,29.181818181818183,23.96103896103896,23.805194805194805,12
3,35.25974025974026,18.428571428571427,13.441558441558442,12.38961038961039,25.16883116883117,12.467532467532468,12
3,35.45454545454545,12.428571428571429,11.61038961038961,34.87012987012987,24.19480519480519,35.142857142857146,12
3,12.77922077922078,23.37662337662337,23.142857142857142,43.20779220779221,24.467532467532465,18.272727272727277,12
3,35.33766233766234,29.2987012987013,13.207792207792206,18.233766233766232,30.077922077922075,23.727272727272727,12
3,23.2987012987013,26.1038961038961,25.98701298701299,22.32467532467532,18.74025974025974,36.66233766233766,12
0,,,,,,,12
